Column1,fat,carbohydrates,fibres,protein,vitamin_A,vitamin_B1,vitamin_B2,vitamin_B6,vitamin_B12,vitamin_B3,vitamin_B9,vitamin_B5,vitamin_C,vitamin_D,vitamin_E,potassium,sodium,calcium,magnesium,iron,zinc,selenium,Name,Category,Food_category,Vegan_cat,count,portion,vegan_score,vegan_score_2
471,1,2,10,3,2,10,4,19,0,3,22,2,17,0,7,6,1,3,3,6,4,0,leek stewed,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,8,100,4.02,0.95
737,1,2,10,3,0,6,3,11,0,3,14,6,61,0,8,6,1,5,4,3,2,0,red cabbage,Vegetables/Fresh vegetables,Vegetables,vegan,8,100,3.27,0.69
1030,1,2,10,3,0,5,5,13,0,3,10,4,65,0,14,6,0,6,4,2,2,0,white cabbage,Vegetables/Fresh vegetables,Vegetables,vegan,7,100,3.27,0.69
1032,1,2,10,3,0,4,4,11,0,2,7,3,36,0,15,6,0,6,3,2,2,0,white cabbage stewed,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,7,100,3.27,0.69
1031,1,2,9,3,0,4,4,11,0,2,6,3,36,0,14,6,0,5,4,1,2,0,white cabbage steamed,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,6,100,2.76,0.58
769,1,2,9,2,60,4,5,6,0,6,12,6,8,0,4,5,3,3,4,2,2,0,root and tuber vegetables,Vegetables/Fresh vegetables,Vegetables,vegan,8,100,2.26,3.66
768,1,2,9,2,57,3,4,5,0,4,6,3,5,0,4,2,1,3,2,2,1,0,root and tuber vegetables boiled,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,4,100,2.01,3.45
771,1,2,9,2,53,3,4,5,0,4,7,4,6,0,3,4,2,3,3,2,2,0,root and tuber vegetables stewed,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,5,100,2.26,3.29
80,1,2,7,2,12,3,3,19,0,8,9,3,158,0,6,4,0,1,4,3,4,0,bell pepper red,Vegetables/Fresh vegetables,Vegetables,vegan,8,100,2.51,1.17
449,1,2,5,4,0,3,5,5,0,13,9,2,51,0,4,8,1,7,14,3,2,0,kohlrabi steamed,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,6,100,4.02,0.85
959,1,2,5,2,7,5,4,6,0,5,4,5,22,0,11,6,0,1,2,1,1,0,tomato stewed,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,6,100,1.26,0.64
475,1,2,1,1,0,4,1,3,0,1,3,3,26,0,1,2,1,1,8,1,1,0,lemon juice,Fruit/Fruit juices;Non-alcoholic beverages/Fruit and vegetable juices,Fruit,vegan,2,100,1.01,0.21
171,1,1,17,3,0,6,5,13,0,7,13,9,8,0,3,8,7,4,4,5,5,0,celeriac,Vegetables/Fresh vegetables,Vegetables,vegan,9,100,4.27,0.9
172,1,1,17,3,0,5,5,12,0,6,8,8,7,0,3,7,6,4,4,4,5,0,celeriac steamed,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,8,100,4.02,0.85
321,1,1,11,2,2,4,2,3,0,6,18,2,6,0,1,12,1,4,4,3,4,0,fennel,Vegetables/Fresh vegetables,Vegetables,vegan,5,100,3.27,0.8
123,1,1,10,6,7,9,12,15,0,8,19,14,114,0,8,9,1,9,8,9,6,0,broccoli,Vegetables/Fresh vegetables,Vegetables,vegan,17,100,7.54,1.96
43,1,1,10,4,4,8,9,10,0,6,23,15,17,0,2,6,0,6,9,7,4,0,bean green,Vegetables/Fresh vegetables,Vegetables,vegan,12,100,5.28,1.33
322,1,1,10,2,2,3,2,2,0,5,11,2,5,0,1,10,1,4,4,3,4,0,fennel steamed,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,3,100,3.27,0.8
830,1,1,9,6,1,8,5,13,0,3,20,5,68,0,21,6,1,6,4,4,4,0,savoy cabbage,Vegetables/Fresh vegetables,Vegetables,vegan,9,100,5.03,1.11
124,1,1,9,5,6,7,10,13,0,6,11,11,82,0,8,8,1,8,7,7,5,0,broccoli steamed,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,15,100,6.28,1.64
144,1,1,9,4,1,7,6,12,0,6,18,7,78,0,8,7,1,5,6,5,4,0,cabbage vegetables,Vegetables/Fresh vegetables,Vegetables,vegan,11,100,4.52,1.01
143,1,1,9,4,1,6,5,11,0,5,11,6,55,0,8,6,1,5,5,3,4,0,cabbage vegetables boiled,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,8,100,4.02,0.9
470,1,1,9,3,2,12,4,21,0,3,32,2,20,0,6,6,1,3,4,6,4,0,leek,Vegetables/Fresh vegetables,Vegetables,vegan,8,100,4.02,0.95
308,1,1,9,2,1,3,3,6,0,5,5,4,2,0,0,6,0,1,4,2,2,0,eggplant stewed,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,3,100,1.76,0.42
738,1,1,9,2,0,5,2,9,0,2,8,5,29,0,7,4,1,5,3,3,2,0,red cabbage stewed,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,5,100,3.02,0.64
831,1,1,8,5,1,6,5,11,0,2,12,4,38,0,21,5,0,6,4,3,2,0,savoy cabbage steamed,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,7,100,4.02,0.9
167,1,1,8,5,0,6,7,11,0,5,28,12,63,0,2,8,1,2,5,3,4,0,cauliflower,Vegetables/Fresh vegetables,Vegetables,vegan,8,100,3.52,0.74
168,1,1,8,5,0,5,7,9,0,4,17,11,50,0,2,7,1,2,5,3,4,0,cauliflower steamed,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,7,100,3.52,0.74
467,1,1,8,3,4,5,5,8,0,3,11,3,21,0,9,5,1,5,5,4,2,0,leafy vegetables stewed,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,5,100,3.52,0.95
466,1,1,8,3,4,5,5,8,0,2,10,3,21,0,8,5,1,5,5,3,2,0,leafy vegetables steamed,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,5,100,3.27,0.9
465,1,1,8,3,4,4,4,6,0,2,9,3,15,0,9,3,1,5,4,3,2,0,leafy vegetables boiled,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,5,100,3.27,0.9
306,1,1,8,2,1,4,3,6,0,5,6,4,2,0,0,6,0,1,4,2,1,0,eggplant,Vegetables/Fresh vegetables,Vegetables,vegan,4,100,1.51,0.37
307,1,1,8,2,1,3,3,5,0,4,4,4,2,0,0,6,0,1,4,1,1,0,eggplant steamed,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,2,100,1.26,0.32
1001,1,1,7,3,15,5,5,8,0,5,12,5,33,0,5,6,1,3,4,3,2,0,vegetables,Vegetables/Fresh vegetables,Vegetables,vegan,7,100,2.76,1.38
824,1,1,7,3,0,3,5,12,0,2,4,3,18,0,1,6,37,4,4,3,4,0,sauerkraut pickled,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,5,100,3.52,0.74
78,1,1,7,2,3,2,1,20,0,1,10,2,145,0,7,4,0,1,2,2,2,0,bell pepper green,Vegetables/Fresh vegetables,Vegetables,vegan,5,100,1.76,0.53
451,1,1,6,4,47,9,8,11,0,3,27,2,26,0,2,12,0,4,4,14,6,0,lambs lettuce,Vegetables/Fresh vegetables,Vegetables,vegan,11,100,7.04,3.98
27,1,1,6,4,2,13,12,5,0,9,25,3,16,0,14,7,0,2,6,6,5,0,asparagus,Vegetables/Fresh vegetables,Vegetables,vegan,10,100,4.27,1.01
464,1,1,6,3,14,6,7,6,0,3,20,3,14,0,5,7,1,5,4,7,4,0,leafy salad,Vegetables/Fresh vegetables,Vegetables,vegan,10,100,4.77,1.75
435,1,1,6,2,1,4,3,3,0,2,12,1,5,0,5,4,0,3,2,3,2,0,iceberg lettuce,Vegetables/Fresh vegetables,Vegetables,vegan,2,100,2.51,0.58
28,1,1,5,4,2,10,11,4,0,7,15,3,12,0,14,6,0,2,5,5,5,0,asparagus steamed,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,7,100,4.02,0.95
448,1,1,5,4,0,3,5,6,0,15,13,2,61,0,3,8,1,6,14,3,2,0,kohlrabi,Vegetables/Fresh vegetables,Vegetables,vegan,7,100,3.77,0.8
767,1,1,5,2,14,6,6,4,0,3,28,3,6,0,4,6,1,4,4,2,0,0,romaine lettuce,Vegetables/Fresh vegetables,Vegetables,vegan,7,100,2.01,1.17
923,1,1,4,5,20,7,14,6,0,3,5,3,16,0,0,10,13,10,31,16,5,0,swiss chard steamed,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,11,100,9.05,2.97
1079,1,1,4,4,2,5,4,6,0,5,9,3,15,0,0,6,0,2,8,6,4,0,zucchini stewed,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,6,100,4.02,0.95
1078,1,1,4,4,2,4,4,5,0,5,8,3,14,0,0,6,0,2,8,5,4,0,zucchini steamed,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,4,100,3.77,0.9
958,1,1,4,2,6,5,4,6,0,5,6,5,23,0,8,6,0,1,2,1,1,0,tomato,Vegetables/Fresh vegetables,Vegetables,vegan,7,100,1.26,0.58
725,1,1,4,1,1,3,4,4,0,2,17,2,16,0,0,6,1,2,2,5,2,0,radish,Vegetables/Fresh vegetables,Vegetables,vegan,3,100,2.51,0.58
922,1,1,3,4,17,7,12,6,0,3,6,3,22,0,0,10,11,8,26,15,4,0,swiss chard,Vegetables/Fresh vegetables,Vegetables,vegan,12,100,7.79,2.55
1077,1,1,3,4,2,5,4,6,0,5,12,3,16,0,0,6,0,2,7,5,2,0,zucchini,Vegetables/Fresh vegetables,Vegetables,vegan,5,100,3.27,0.8
957,1,1,3,2,4,5,3,4,0,6,4,3,14,0,8,6,7,2,4,5,1,0,tomato peeled canned,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,5,100,2.51,0.74
541,1,0,23,5,0,13,5,4,0,42,8,42,5,16,2,10,0,1,5,8,6,0,morel,Vegetables/Mushrooms,Vegetables,vegan,9,100,5.03,1.91
298,1,0,20,11,0,3,34,2,0,41,8,45,3,16,1,8,0,0,4,7,19,0,edible boletus,Vegetables/Mushrooms,Vegetables,vegan,10,100,9.3,2.81
547,1,0,20,8,2,7,25,4,0,42,6,41,4,16,1,10,0,1,4,17,10,0,mushroom stewed,Vegetables/Mushrooms,Vegetables,vegan,11,100,9.05,2.86
546,1,0,16,7,2,7,25,4,0,42,9,41,4,13,1,10,0,1,4,16,10,0,mushroom,Vegetables/Mushrooms,Vegetables,vegan,11,100,8.54,2.6
891,1,0,9,5,37,8,20,15,0,6,35,4,42,0,15,13,4,10,19,18,8,0,spinach,Vegetables/Fresh vegetables,Vegetables,vegan,15,100,10.3,4.14
1011,1,0,9,4,32,9,11,13,0,3,71,3,40,0,10,8,3,16,6,9,2,0,water cress,Vegetables/Fresh vegetables,Vegetables,vegan,13,100,7.79,3.34
551,1,0,8,4,0,2,17,4,0,17,3,33,2,0,0,3,23,2,4,5,6,0,mushroom canned,Vegetables/Mushrooms,Vegetables,vegan,6,100,4.27,0.9
